,id,title,original_language,popularity,vote_average,vote_count
0,278,The Shawshank Redemption,en,119.618,8.704,25714
1,238,The Godfather,en,110.09,8.695,19538
2,240,The Godfather Part II,en,78.143,8.6,11799
3,424,Schindler's List,en,66.345,8.565,15178
4,693134,Dune: Part Two,en,1923.174,8.534,667
5,129,Chihiroren Bidaia,ja,95.678,8.5,15584
6,389,12 Angry Men,en,52.088,8.538,8094
7,19404,दिलवाले दुल्हनिया ले जायेंगे,hi,28.723,8.535,4353
8,155,The Dark Knight,en,95.006,8.5,31554
9,496243,기생충,ko,100.683,8.51,17205
10,497,The Green Mile,en,76.717,8.508,16550
11,372058,君の名は。,ja,80.867,8.496,10799
12,680,Pulp Fiction,en,108.464,8.5,26733
13,122,The Lord of the Rings: The Return of the King,en,112.174,8.477,23106
14,13,Forrest Gump,en,105.376,8.477,26254
15,769,GoodFellas,en,60.962,8.467,12191
16,429,"Il buono, il brutto, il cattivo",it,66.165,8.466,8113
17,12477,火垂るの墓,ja,0.6,8.462,5132
18,11216,Nuovo Cinema Paradiso,it,50.665,8.5,4131
19,346,七人の侍,ja,31.189,8.454,3417
20,637,La vita è bella,it,38.67,8.453,12594
21,568332,Taylor Swift: Reputation Stadium Tour,en,19.327,8.442,351
22,550,Fight Club,en,92.146,8.4,28120
23,598,Cidade de Deus,pt,42.259,8.434,6952
24,539,Psycho,en,42.064,8.434,9611
25,372754,同級生,ja,12.306,8.433,342
26,696374,Gabriel's Inferno,en,11.893,8.431,2386
27,157336,Interstellar,en,167.648,8.4,33776
28,667257,Cosas imposibles,es,9.028,8.427,368
29,311,Once Upon a Time in America,en,39.273,8.424,5086
30,510,One Flew Over the Cuckoo's Nest,en,51.194,8.4,9964
31,724089,Gabriel's Inferno: Part II,en,10.671,8.413,1497
32,120,The Lord of the Rings: The Fellowship of the Ring,en,131.697,8.409,24040
33,324857,Spider-Man: Into the Spider-Verse,en,85.441,8.406,14729
34,4935,Gaztelu ibiltaria,ja,104.434,8.405,9198
35,40096,O Auto da Compadecida,pt,10.661,8.401,1046
36,761053,Gabriel's Inferno: Part III,en,24.046,8.4,1040
37,255709,소원,ko,21.844,8.394,630
38,121,The Lord of the Rings: The Two Towers,en,96.593,8.4,20897
39,1891,Izarretako Gerra V Inperioaren Kontraerasoa,en,37.101,8.39,16245
40,423,The Pianist,en,46.257,8.383,8703
41,378064,映画 聲の形,ja,48.34,8.382,3727
42,244786,Whiplash,en,71.458,8.4,14387
43,569094,Spider-Man: Across the Spider-Verse,en,247.378,8.4,5884
44,620249,罗小黑战记,zh,18.458,8.375,329
45,14537,切腹,ja,22.102,8.375,898
46,807,Se7en,en,59.874,8.4,20057
47,820067,映画 五等分の花嫁,ja,37.153,8.4,351
48,27205,Inception,en,111.555,8.367,35340
49,567,Rear Window,en,27.173,8.353,6156
50,274,The Silence of the Lambs,en,13.323,8.3,15548
51,73,American History X,en,34.837,8.3,11073
52,92321,蛍火の杜へ,ja,0.6,8.341,1039
53,128,Mononoke printzesa,ja,55.014,8.336,7550
54,914,The Great Dictator,en,20.21,8.329,3165
55,599,Sunset Boulevard,en,19.64,8.3,2419
56,644479,Dedicada A Mi Ex,es,9.087,8.32,494
57,105,Back to the Future,en,96.142,8.317,19040
58,207,Dead Poets Society,en,46.289,8.314,10666
59,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,ja,33.988,8.3,1465
60,101,Léon: The Professional,en,61.347,8.312,14121
61,10494,PERFECT BLUE,ja,51.167,8.3,2343
62,1139087,Once Upon a Studio,en,45.357,8.3,306
63,3782,生きる,ja,19.655,8.298,1033
64,12493,天国と地獄,ja,20.103,8.3,803
65,1026227,C'è ancora domani,it,13.547,8.295,645
66,3082,Modern Times,en,18.28,8.295,3511
67,995133,"The Boy, the Mole, the Fox and the Horse",en,37.257,8.292,476
68,335,C'era una volta il West,it,36.874,8.289,4068
69,901,City Lights,en,14.981,8.287,2040
70,652837,ジョゼと虎と魚たち,ja,34.382,8.285,412
71,447362,Life in a Year,en,57.999,8.282,1721
72,29259,Le Trou,fr,11.854,8.3,427
73,28,Apocalypse Now,en,32.55,8.282,7772
74,77338,Intouchables,fr,53.536,8.28,16601
75,25237,Иди и смотри,ru,25.102,8.3,1314
76,975,Paths of Glory,en,21.208,8.274,2709
77,527641,Zugandik bi metrora.,en,47.155,8.273,5379
78,637920,7. Koğuştaki Mucize,tr,34.668,8.269,4283
79,1585,It's a Wonderful Life,en,31.563,8.269,4061
80,632632,映画 ギヴン,ja,13.322,8.267,372
81,533514,劇場版 ヴァイオレット・エヴァーガーデン,ja,30.963,8.267,382
82,10376,La leggenda del pianista sull'oceano,it,19.071,8.265,2153
83,670,올드보이,ko,39.587,8.265,8138
84,16672,砂の女,ja,34.751,8.3,380
85,630566,Clouds,en,11.768,8.256,977
86,299534,Mendekatzaileak: Jokoaren amaiera,en,183.072,8.257,24554
87,8587,The Lion King,en,96.131,8.256,17489
88,283566,シン・エヴァンゲリオン劇場版:||,ja,42.778,8.3,738
89,299536,Avengers: Infinity War,en,219.351,8.249,28553
90,508965,Klaus,en,23.045,8.25,3810
91,315162,Puss in Boots: The Last Wish,en,203.527,8.248,7047
92,618344,Justice League Dark: Apokolips War,en,28.494,8.246,1394
93,490132,Green Book,en,74.922,8.243,10951
94,265177,Mommy,fr,19.579,8.239,2607
95,572154,青春ブタ野郎はゆめみる少女の夢を見ない,ja,25.95,8.2,493
96,504253,君の膵臓をたべたい,ja,45.981,8.237,1438
97,42269,C'eravamo tanto amati,it,10.953,8.237,502
98,290098,아가씨,ko,60.081,8.235,3468
99,635302,劇場版「鬼滅の刃」無限列車編,ja,193.961,8.233,3619
100,361743,Top Gun: Maverick,en,168.888,8.226,8317
101,20334,The Shop Around the Corner,en,16.99,8.224,672
102,110420,おおかみこどもの雨と雪,ja,26.278,8.223,2170
103,24188,Il sorpasso,it,11.356,8.216,668
104,16869,Inglourious Basterds,en,74.446,8.217,21372
105,98,Gladiator,en,65.109,8.216,17580
106,37257,Witness for the Prosecution,en,19.766,8.2,1283
107,694,The Shining,en,53.077,8.215,16714
108,857,Saving Private Ryan,en,65.644,8.213,15093
109,603,The Matrix,en,76.84,8.2,24547
110,284,The Apartment,en,21.937,8.214,2119
111,537061,Steven Universe: The Movie,en,25.796,8.213,802
112,354912,Coco,en,161.728,8.213,18575
113,654299,Como caído del cielo,es,13.53,8.218,331
114,556574,Hamilton,en,17.412,8.207,1295
115,522924,The Art of Racing in the Rain,en,20.658,8.21,1386
116,810693,劇場版 呪術廻戦 0,ja,84.048,8.208,1229
117,610892,ヴァイオレット・エヴァーガーデン 外伝 - 永遠と自動手記人形 -,ja,44.496,8.208,337
118,441130,Wolfwalkers,en,22.983,8.208,1090
119,185,A Clockwork Orange,en,48.899,8.208,12319
120,11,Izarretako Gerra IV Itxaropen Berria,en,91.71,8.204,19733
121,50014,The Help,en,50.231,8.203,7784
122,1124,The Prestige,en,72.709,8.203,15233
123,797,Persona,sv,19.343,8.2,1998
124,11324,Shutter Island,en,86.591,8.202,23015
125,5156,Ladri di biciclette,it,18.163,8.202,2237
126,851644,20세기 소녀,ko,112.303,8.191,585
127,26451,Indagine su un cittadino al di sopra di ogni sospetto,it,11.061,8.197,727
128,490,Det sjunde inseglet,sv,22.827,8.195,2799
129,324786,Hacksaw Ridge,en,137.169,8.192,13094
130,629,The Usual Suspects,en,35.09,8.2,9907
131,77,Memento,en,40.512,8.187,14177
132,313106,Doctor Who: The Day of the Doctor,en,17.21,8.186,720
133,92060,Michael Jackson's Thriller,en,12.134,8.185,634
134,10098,The Kid,en,19.704,8.186,1962
135,592350,僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,ja,36.06,8.184,1105
136,476292,さよならの朝に約束の花をかざろう,ja,31.653,8.184,588
137,620683,Minha Mãe é uma Peça 3: O Filme,pt,7.813,8.179,459
138,133919,Scener ur ett äktenskap,sv,10.853,8.176,318
139,68718,Django Unchained,en,70.188,8.176,25305
140,18148,東京物語,ja,22.339,8.2,968
141,20941,Voces inocentes,es,14.69,8.172,447
142,426,Vertigo,en,24.301,8.2,5426
143,791373,Zack Snyder's Justice League,en,120.286,8.2,9576
144,1398,Сталкер,ru,22.116,8.169,1978
145,111,Scarface,en,69.417,8.169,11178
146,1422,The Departed,en,50.394,8.2,14218
147,872,Singin' in the Rain,en,29.41,8.165,2952
148,422,8½,it,17.556,8.163,2142
149,289,Casablanca,en,43.619,8.165,5126
150,575813,少年的你,zh,17.996,8.2,387
151,475557,Joker,en,130.865,8.163,24172
152,55823,La grande guerra,it,9.637,8.2,326
153,606856,Togo,en,23.288,8.16,1909
154,517814,کفرناحوم,ar,19.871,8.158,1596
155,398818,Call Me by Your Name,en,48.127,8.2,11618
156,489,Good Will Hunting,en,76.014,8.154,11617
157,103,Taxi Driver,en,83.558,8.153,11555
158,531428,Portrait de la jeune fille en feu,fr,25.028,8.151,2349
159,399106,Piper,en,14.143,8.151,1561
160,666,Central do Brasil,pt,11.568,8.2,816
161,348,Alien,en,101.568,8.15,13697
162,762975,Purple Hearts,en,34.506,8.148,2286
163,20532,山椒大夫,ja,9.941,8.1,341
164,81481,도가니,ko,25.281,8.142,558
165,19,Metropolis,de,26.309,8.142,2545
166,470044,The Hate U Give,en,18.74,8.138,2038
167,406997,Wonder,en,43.959,8.1,7599
168,600354,The Father,en,28.412,8.139,2949
169,37165,The Truman Show,en,67.558,8.139,17439
170,755812,"Miraculous World : New York, les héros unis",fr,36.396,8.138,1051
171,508442,Soul,en,84.203,8.137,9904
172,458220,Palmer,en,29.311,8.136,1427
173,20914,Amici miei,it,7.591,8.137,667
174,600,Full Metal Jacket,en,37.326,8.135,9965
175,2457,Les Enfants du Paradis,fr,9.964,8.13,373
176,614,Smultronstället,sv,15.94,8.129,1527
177,500,Reservoir Dogs,en,36.207,8.1,13689
178,100,"Lock, Stock and Two Smoking Barrels",en,15.922,8.123,6249
179,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,en,23.936,8.1,5299
180,411088,Contratiempo,es,37.255,8.1,4330
181,439,La dolce vita,it,19.285,8.122,1736
182,555604,Guillermo del Tororen Pinotxo,en,54.775,8.119,2686
183,38288,I corti,it,6.599,8.117,341
184,532067,映画 この素晴らしい世界に祝福を！紅伝説,ja,33.458,8.116,506
185,996,Double Indemnity,en,16.506,8.1,1687
186,872585,Oppenheimer,en,418.699,8.1,6928
187,843,花樣年華,cn,29.377,8.1,2488
188,280,Terminator 2: Judgment Day,en,79.666,8.1,12189
189,518068,신과함께-인과 연,ko,44.428,8.109,564
190,655,"Paris, Texas",en,25.117,8.1,1655
191,664767,Mortal Kombat Legends: Scorpion's Revenge,en,65.748,8.108,1333
192,640344,Me contro Te: Il film - La vendetta del Signor S,it,6.422,8.107,463
193,239,Some Like It Hot,en,29.055,8.105,3274
194,705,All About Eve,en,14.112,8.104,1437
195,548,羅生門,ja,30.926,8.104,2044
196,103663,Jagten,da,39.413,8.1,3906
197,46738,Incendies,fr,27.341,8.1,2461
198,11878,用心棒,ja,22.135,8.102,1332
199,663558,新神榜：哪吒重生,zh,23.923,8.101,390
200,9702,Bound by Honor,en,50.017,8.101,1203
201,38,Eternal Sunshine of the Spotless Mind,en,62.721,8.101,14169
202,24382,I soliti ignoti,it,10.18,8.1,667
203,12445,Harry Potter eta Herioaren Erlikiak (2. zatia),en,119.593,8.1,19749
204,472454,Ayla,tr,11.544,8.095,343
205,550776,Believe Me: The Abduction of Lisa McVey,en,29.727,8.096,586
206,146233,Prisoners,en,60.087,8.093,11141
207,406,La Haine,fr,23.662,8.093,3786
208,832,M - Eine Stadt sucht einen Mörder,de,14.373,8.09,2017
209,387,Das Boot,de,30.047,8.088,2073
210,10681,WALL·E,en,99.378,8.087,17972
211,823754,Bo Burnham: Inside,en,15.51,8.086,432
212,4348,Pride & Prejudice,en,49.306,8.1,7657
213,7345,There Will Be Blood,en,30.199,8.1,6233
214,992,Sherlock Jr.,en,14.826,8.083,906
215,3780,赤ひげ,ja,12.83,8.1,317
216,906126,La sociedad de la nieve,es,230.085,8.077,2155
217,400608,Bo Burnham: Make Happy,en,8.363,8.1,358
218,397567,신과함께-죄와 벌,ko,54.19,8.1,932
219,334543,Lion,en,20.78,8.077,6334
220,359940,"Three Billboards Outside Ebbing, Missouri",en,20.497,8.076,9679
221,11645,乱,ja,28.153,8.076,1429
222,62,2001: A Space Odyssey,en,59.143,8.1,10929
223,149871,かぐや姫の物語,ja,23.065,8.072,1651
224,8392,Totoro Auzokidea,ja,61.858,8.071,7477
225,11423,살인의 추억,ko,45.154,8.07,3511
226,831827,Far from the Tree,en,12.537,8.1,354
227,1000492,Je verrai toujours vos visages,fr,20.307,8.067,423
228,437068,택시운전사,ko,22.734,8.062,898
229,930094,"Red, White & Royal Blue",en,47.266,8.056,1054
230,21634,Prayers for Bobby,en,12.865,8.062,551
231,147,Les Quatre Cents Coups,fr,16.151,8.1,2001
232,11659,La meglio gioventù,it,13.67,8.06,494
233,1091,The Thing,en,44.927,8.06,6531
234,638507,How to Train Your Dragon: Homecoming,en,40.475,8.059,889
235,8422,Rocco e i suoi fratelli,it,13.71,8.059,537
236,381284,Hidden Figures,en,56.248,8.057,9207
237,678512,Sound of Freedom,en,171.764,8.052,2016
238,800,Los olvidados,es,10.938,8.055,452
239,610461,"Veinteañera, Divorciada y Fantástica",es,9.016,8.054,382
240,120467,The Grand Budapest Hotel,en,47.275,8.053,14199
241,522518,A Dog's Journey,en,28.336,8.051,1404
242,7347,Tropa de Elite,pt,34.272,8.048,2259
243,1955,The Elephant Man,en,17.557,8.046,3286
244,538362,Sulla mia pelle,it,9.288,8.045,1822
245,26022,My Name Is Khan,hi,25.319,8.044,1240
246,626332,Flamin' Hot,en,40.647,8.042,510
247,42229,Una giornata particolare,it,13.9,8.04,614
248,279,Amadeus,en,25.969,8.039,3983
249,785534,Kağıttan Hayatlar,tr,14.428,8.037,355
250,895,Андрей Рублёв,ru,14.651,8.037,737
251,400928,Gifted,en,59.681,8.035,5144
252,106646,The Wolf of Wall Street,en,94.131,8.0,22960
253,821,Judgment at Nuremberg,en,15.527,8.032,720
254,792307,Poor Things,en,1680.818,8.031,1712
255,449176,"Maitasunarekin, Simon",en,26.509,8.031,5854
256,515001,Jojo Rabbit,en,32.059,8.0,9045
257,337404,Cruella,en,86.656,8.029,8848
258,310569,Que Horas Ela Volta?,pt,7.828,8.0,693
259,678580,El mesero,es,12.03,8.029,347
260,264644,Room,en,30.007,8.029,8853
261,582,Das Leben der Anderen,de,22.011,8.028,3454
262,55960,"Totò, Peppino e la... malafemmina",it,7.427,8.026,330
263,204,Le Salaire de la peur,fr,17.19,8.025,852
264,20530,晩春,ja,12.668,8.022,362
265,641,Requiem for a Dream,en,20.968,8.0,9472
266,9277,The Sting,en,26.431,8.019,2443
267,938,Per qualche dollaro in più,it,28.788,8.019,3711
268,673,Harry Potter eta Azkabango Presoa,en,134.794,8.0,20636
269,14,American Beauty,en,43.948,8.0,11578
270,521,Dial M for Murder,en,16.638,8.016,2438
271,429210,Bingo: O Rei das Manhãs,pt,12.65,8.015,364
272,526702,Black Beauty,en,11.115,8.0,322
273,339877,Loving Vincent,en,33.268,8.014,2352
274,524,Casino,en,35.65,8.0,5487
275,307,Roma città aperta,it,15.057,8.012,823
276,11778,The Deer Hunter,en,30.066,8.009,3596
277,1010581,Culpa mía,es,230.251,8.005,2311
278,455661,In a Heartbeat,en,7.975,8.008,979
279,110416,Song of the Sea,en,15.04,8.008,1349
280,962,The Gold Rush,en,25.855,8.008,1491
281,12761,Höstsonaten,sv,10.166,8.007,541
282,28178,Hachi: A Dog's Tale,en,37.045,8.007,6396
283,205596,The Imitation Game,en,68.157,8.005,16370
284,28978,The Circus,en,19.176,8.0,736
285,15,Citizen Kane,en,28.783,8.0,5204
286,568160,天気の子,ja,42.627,8.004,2109
287,5801,পথের পাঁচালী,bn,9.593,8.004,372
288,3175,Barry Lyndon,en,20.332,8.003,2643
289,359724,Ford v Ferrari,en,74.636,8.002,7323
290,28422,愛のむきだし,ja,14.149,8.0,407
291,140420,Paperman,en,11.989,8.0,1649
292,25376,El secreto de sus ojos,es,23.755,8.001,2383
293,595,To Kill a Mockingbird,en,27.156,8.0,2448
294,43949,Flipped,en,42.767,8.001,2791
295,947,Lawrence of Arabia,en,25.861,7.999,2796
296,780,La Passion de Jeanne d'Arc,fr,12.688,7.999,862
297,916224,すずめの戸締まり,ja,96.503,8.001,1000
298,7508,तारे ज़मीन पर,hi,16.315,7.997,1089
299,11104,重慶森林,cn,36.592,8.0,1639
300,414419,Kill Bill: The Whole Bloody Affair,en,20.355,7.994,944
301,20453,3 Idiots,hi,29.774,7.994,2242
302,13223,Gran Torino,en,35.547,7.994,10277
303,530915,1917,en,44.84,7.992,11757
304,12104,Pink Floyd: The Wall,en,15.838,7.992,1414
305,424694,Bohemian Rhapsody,en,55.443,8.0,16309
306,11658,태극기 휘날리며,ko,18.736,7.989,618
307,9764,Дерсу Узала,ru,14.001,7.988,486
308,19426,Le notti di Cabiria,it,10.055,7.987,709
309,18438,김씨 표류기,ko,12.263,7.987,634
310,213,North by Northwest,en,28.968,7.983,3872
311,615457,Nobody,en,65.969,8.0,6568
312,2517,誰も知らない,ja,15.686,8.0,466
313,447365,Guardians of the Galaxy Vol. 3,en,177.93,7.978,5991
314,640,Catch Me If You Can,en,58.224,7.978,14899
315,19542,The Red Shoes,en,14.987,7.977,596
316,634649,Spider-Man: No Way Home,en,241.6,7.975,19085
317,1396,Зеркало,ru,18.046,7.975,875
318,488623,기억의 밤,ko,21.176,7.973,975
319,10515,天空の城ラピュタ,ja,48.467,7.973,3920
320,554596,No Manches Frida 2,es,48.816,7.972,829
321,862,Toy Story,en,137.336,7.972,17652
322,315465,Haurra eta Piztia,ja,23.882,7.97,1402
323,3090,The Treasure of the Sierra Madre,en,17.108,7.97,1113
324,627,Trainspotting,en,32.821,7.97,9254
325,76,Before Sunrise,en,31.117,7.969,3881
326,24,Kill Bill: Vol. 1,en,48.772,8.0,16646
327,14696,雨月物語,ja,15.271,7.965,523
328,574074,Kitbull,en,62.452,7.963,348
329,160885,Tel chi el telùn,it,5.502,7.962,313
330,1580,Rope,en,16.677,7.961,2501
331,38286,Tre uomini e una gamba,it,6.989,7.961,2003
332,15383,L'Armée des ombres,fr,11.693,8.0,578
333,770,Gone with the Wind,en,48.053,7.958,3823
334,426618,Where Hands Touch,en,16.841,7.956,503
335,14160,Up,en,94.781,7.955,19407
336,920394,Babamın Kemanı,tr,9.109,7.954,318
337,1059,隠し砦の三悪人,ja,13.883,7.953,560
338,961,The General,en,17.684,7.953,1143
339,20803,Иван Васильевич меняет профессию,ru,9.386,7.952,325
340,745,The Sixth Sense,en,33.697,7.953,11108
341,70,Million Dollar Baby,en,36.735,7.952,9147
342,28971,Limelight,en,11.089,7.95,488
343,15244,Un condamné à mort s'est échappé,fr,9.597,7.95,481
344,234,Das Cabinet des Dr. Caligari,de,17.149,7.948,1464
345,776503,CODA,en,33.545,7.949,2048
346,29264,El ángel exterminador,es,10.136,7.947,615
347,1578,Raging Bull,en,24.393,7.947,4064
348,329,Jurassic Park,en,33.602,7.9,15597
349,149,AKIRA,ja,38.549,7.947,3907
350,76203,12 Years a Slave,en,33.32,7.945,10860
351,5925,The Great Escape,en,30.027,7.9,2380
352,237791,Hoje Eu Quero Voltar Sozinho,pt,8.896,7.9,913
353,615453,哪吒之魔童降世,zh,18.796,7.942,378
354,242828,思い出のマーニー,ja,40.466,7.942,1694
355,11712,椿三十郎,ja,12.952,7.942,557
356,10238,Viskningar och rop,sv,20.162,7.941,639
357,158445,7번방의 선물,ko,23.522,7.94,406
358,38360,Летят журавли,ru,10.66,7.94,334
359,654,On the Waterfront,en,15.719,7.94,1462
360,197,Braveheart,en,45.965,7.94,9634
361,961323,Nimona,en,54.529,7.94,838
362,679,Aliens,en,66.259,7.937,9057
363,41050,La notte,it,12.391,7.9,620
364,6977,No Country for Old Men,en,45.929,7.9,11336
365,1092,The Third Man,en,16.279,7.9,1731
366,482321,Ron's Gone Wrong,en,42.98,7.935,1733
367,775,Le Voyage dans la Lune,fr,13.454,7.935,1672
368,11010,Il postino,it,19.82,7.933,1093
369,10386,The Iron Giant,en,59.2,7.933,5249
370,81,Haize Haraneko Nausicaä,ja,35.767,7.933,3338
371,78,Blade Runner,en,52.312,7.933,13169
372,378108,この世界の片隅に,ja,31.441,7.932,532
373,3777,蜘蛛巣城,ja,18.858,7.932,763
374,152532,Dallas Buyers Club,en,16.496,7.931,8188
375,110,Trois couleurs : Rouge,fr,20.284,7.931,1284
376,550205,Wish Dragon,en,49.521,7.93,1225
377,360814,दंगल,hi,21.463,7.93,897
378,405,La strada,it,9.604,7.93,991
379,10404,大红灯笼高高挂,zh,14.019,7.9,657
380,10242,What Ever Happened to Baby Jane?,en,24.393,7.9,969
381,9323,GHOST IN THE SHELL,ja,34.065,7.927,3170
382,37797,耳をすませば,ja,35.572,7.926,1859
383,142061,"Batman: The Dark Knight Returns, Part 2",en,30.08,7.925,1391
384,8290,La Grande Vadrouille,fr,20.68,7.9,1266
385,85,Indiana Jones arka galduaren bila,en,64.89,7.9,11877
386,458302,Rémi sans famille,fr,25.567,7.914,402
387,296096,Me Before You,en,161.972,7.925,11799
388,714888,"Argentina, 1985",es,13.266,7.923,561
389,491480,The Boy Who Harnessed the Wind,en,31.899,7.922,1579
390,21334,بچه‌های آسمان,fa,11.807,7.9,566
391,31411,The Cameraman,en,14.549,7.914,332
392,150540,Inside Out,en,192.881,7.917,20064
393,829,Chinatown,en,28.898,7.919,3572
394,122906,About Time,en,45.611,7.916,8046
395,223,Rebecca,en,16.136,7.917,1650
396,404378,A Street Cat Named Bob,en,15.838,7.911,1330
397,10997,霸王别姬,zh,23.948,7.915,516
398,10674,Mulan,en,107.153,7.9,9188
399,671,Harry Potter eta Sorgin-Harria,en,180.375,7.915,26189
400,726684,"Miraculous World : Shanghai, la légende de Ladydragon",fr,42.039,7.914,606
401,334533,Captain Fantastic,en,38.429,7.914,6159
402,1646,Freedom Writers,en,22.288,7.914,2090
403,33,Unforgiven,en,36.417,7.915,4129
404,949,Heat,en,45.849,7.912,6856
405,49964,خانه‌ی دوست کجاست؟,fa,10.368,7.911,313
406,7857,Amarcord,it,15.02,7.911,1047
407,522402,Finch,en,41.001,7.908,3230
408,505262,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,ja,41.551,7.91,939
409,501929,The Mitchells vs. the Machines,en,30.673,7.91,2743
410,2011,Persepolis,fr,12.537,7.908,1839
411,194,Le Fabuleux Destin d'Amélie Poulain,fr,34.0,7.908,11048
412,118340,Guardians of the Galaxy,en,43.607,7.907,27187
413,47796,Mamma Roma,it,8.318,7.907,386
414,610150,ドラゴンボール超 スーパーヒーロー,ja,92.593,7.905,2677
415,13398,東京ゴッドファーザーズ,ja,39.22,7.9,1166
416,597,Titanic,en,127.831,7.904,24349
417,980489,Gran Turismo,en,168.297,7.901,2080
418,455714,ฉลาดเกมส์โกง,th,16.144,7.904,741
419,7984,In the Name of the Father,en,19.156,7.9,1636
420,10728,Faust – Eine deutsche Volkssage,de,9.214,7.9,318
421,698948,Thirteen Lives,en,20.286,7.904,1128
422,552532,Charm City Kings,en,14.156,7.901,438
423,316029,The Greatest Showman,en,46.82,7.9,9051
424,60243,جدایی نادر از سیمین,fa,12.07,7.901,1624
425,313369,La La Land,en,60.348,7.9,16055
426,1402,The Pursuit of Happyness,en,57.234,7.9,9427
427,752,V for Vendetta,en,44.333,7.898,13910
428,2721,Z,fr,13.546,7.9,479
429,667520,泣きたい私は猫をかぶる,ja,41.881,7.896,1303
430,20271,Divorzio all'italiana,it,11.041,7.896,415
431,1892,Izarretako Gerra VI Jedi zaldunaren itzulera,en,40.598,7.896,15005
432,210577,Gone Girl,en,75.182,7.9,17871
433,20722,つみきのいえ,ja,12.88,7.894,415
434,3112,The Night of the Hunter,en,16.507,7.894,1471
435,331482,Little Women,en,57.204,7.893,5938
436,32085,Vincent,en,17.425,7.9,814
437,522212,Just Mercy,en,56.952,7.892,2108
438,183011,Justice League: The Flashpoint Paradox,en,23.252,7.9,1743
439,1002185,A Million Miles Away,en,30.832,7.865,351
440,785084,The Whale,en,63.426,7.886,3426
441,11036,The Notebook,en,72.982,7.888,10972
442,3034,Young Frankenstein,en,17.221,7.888,2991
443,3083,Mr. Smith Goes to Washington,en,9.982,7.9,976
444,503314,ドラゴンボール超スーパー ブロリー,ja,12.247,7.886,2780
445,25538,一一,zh,13.169,7.886,487
446,804,Roman Holiday,en,23.835,7.885,1905
447,665,Ben-Hur,en,40.884,7.885,2573
448,827,Les Diaboliques,fr,11.769,7.887,887
449,976893,PERFECT DAYS,ja,74.662,7.9,500
450,31442,Иваново детство,ru,18.738,7.883,674
451,354857,Regular Show: The Movie,en,23.858,7.882,352
452,438695,Sing 2,en,122.032,7.881,4124
453,833,Umberto D.,it,12.545,7.881,622
454,652722,En brazos de un asesino,es,14.562,7.861,386
455,662,La Jetée,fr,11.635,7.878,829
456,393,Kill Bill: Vol. 2,en,41.063,7.878,13275
457,48035,Ordet,da,8.963,7.875,331
458,369557,Sing Street,en,20.174,7.9,2174
459,16,Dancer in the Dark,en,17.179,7.874,1682
460,698508,Redeeming Love,en,50.189,7.847,405
461,3870,Novecento,it,18.09,7.872,584
462,14836,Coraline,en,120.846,7.869,7374
463,527774,Raya and the Last Dragon,en,77.884,7.867,6479
464,381341,Perfetti sconosciuti,it,16.587,7.869,4226
465,265195,Relatos salvajes,es,19.333,7.869,3183
466,17295,La battaglia di Algeri,it,11.207,7.869,694
467,30017,کلوزآپ ، نمای نزدیک,fa,9.949,7.9,339
468,715931,Emancipation,en,33.423,7.865,1020
469,505192,万引き家族,ja,26.565,7.865,1915
470,198,To Be or Not to Be,en,10.144,7.9,658
471,632322,All My Life,en,12.888,7.863,456
472,275,Fargo,en,56.32,7.863,7616
473,594634,Dem Horizont so nah,de,14.884,7.862,461
474,430424,Au revoir là-haut,fr,10.313,7.862,1214
475,937746,Io capitano,it,48.466,7.861,404
476,379170,Sherlock: The Abominable Bride,en,15.795,7.9,2184
477,152601,Her,en,35.259,7.859,13729
478,11293,Paper Moon,en,26.481,7.9,658
479,940721,ゴジラ-1.0,ja,285.835,7.9,428
480,180147,Nosotros los nobles,es,16.114,7.858,472
481,52629,El Infierno,es,42.365,7.858,617
482,266856,The Theory of Everything,en,37.386,7.857,10245
483,94047,마이웨이,ko,18.751,7.855,362
484,613,Der Untergang,de,19.114,7.857,3605
485,1607,A Bronx Tale,en,44.947,7.9,2269
486,453,A Beautiful Mind,en,52.67,7.856,9755
487,113,봄 여름 가을 겨울 그리고 봄,ko,18.837,7.855,995
488,29455,Nattvardsgästerna,sv,9.16,7.853,408
489,777,La Grande Illusion,fr,10.814,7.853,638
490,25364,Ace in the Hole,en,12.6,7.852,617
491,399174,Isle of Dogs,en,20.939,7.851,4613
492,235,Stand by Me,en,28.459,7.851,5542
493,435129,The Breadwinner,en,10.453,7.849,784
494,5924,Papillon,en,20.98,7.8,1789
495,546554,Knives Out,en,56.258,7.8,11619
496,24167,La ciociara,it,10.292,7.848,498
497,631,Sunrise: A Song of Two Humans,en,11.794,7.848,748
498,581,Dances with Wolves,en,46.266,7.8,3987
499,89,Indiana Jones eta Azken Gurutzada,en,61.467,7.8,9643
500,24238,Mary and Max,en,273.145,7.847,1852
501,523781,Words on Bathroom Walls,en,17.048,7.843,550
502,16804,おくりびと,ja,17.264,7.846,775
503,93,Anatomy of a Murder,en,18.712,7.8,893
504,530254,마녀,ko,33.535,7.856,481
505,14574,The Boy in the Striped Pyjamas,en,46.441,7.845,6798
