,id,title,original_language,popularity,vote_average,vote_count
4714,3179,Beavis and Butt-Head Do America,en,13.369,6.633,641
4715,1369,Rambo: First Blood Part II,en,58.234,6.633,3665
4716,26736,Wizards of Waverly Place: The Movie,en,14.435,6.632,1352
4717,11135,The Rescuers Down Under,en,6.031,6.6,1207
4718,236399,Flowers in the Attic,en,15.559,6.631,340
4719,50837,Martha Marcy May Marlene,en,10.161,6.633,695
4720,16418,Barbie Presents: Thumbelina,en,19.96,6.631,466
4721,532938,Les Crevettes pailletées,fr,8.464,6.63,411
4722,339964,Valerian and the City of a Thousand Planets,en,75.058,6.63,7196
4723,78698,Big Miracle,en,13.553,6.63,456
4724,9614,Happy Gilmore,en,31.692,6.632,2493
4725,632357,The Unholy,en,39.645,6.629,2042
4726,615656,Meg 2: The Trench,en,251.705,6.625,2961
4727,489430,Aterrados,es,26.376,6.635,566
4728,246860,Clouds of Sils Maria,en,11.001,6.6,718
4729,172803,Hours,en,16.779,6.629,719
4730,75612,Oblivion,en,49.277,6.629,10266
4731,13291,Traitor,en,12.402,6.629,608
4732,12113,Body of Lies,en,29.084,6.628,2865
4733,10189,Pineapple Express,en,26.634,6.629,3603
4734,2059,National Treasure,en,34.998,6.629,6033
4735,329996,Dumbo,en,39.546,6.628,4171
4736,11515,Goya's Ghosts,en,14.283,6.628,453
4737,1016121,Beautiful Disaster,en,53.005,6.627,565
4738,823766,The Wonder,en,18.595,6.62,715
4739,653744,Sergio,en,8.428,6.61,315
4740,575428,南方车站的聚会,zh,11.173,6.627,316
4741,341012,Popstar: Never Stop Never Stopping,en,17.42,6.627,1179
4742,68727,Trance,en,11.261,6.627,2089
4743,38410,The Poughkeepsie Tapes,en,19.477,6.627,546
4744,6964,Something's Gotta Give,en,20.122,6.626,1501
4745,2110,Wasabi,fr,30.012,6.629,1198
4746,736769,They Cloned Tyrone,en,17.056,6.626,474
4747,577242,Kaamelott - Premier volet,fr,11.928,6.625,652
4748,547565,The Night House,en,20.205,6.621,1023
4749,481084,The Addams Family,en,39.224,6.624,2194
4750,20760,Lilo & Stitch 2: Stitch Has a Glitch,en,53.77,6.625,1339
4751,8204,Spiderwicken kronikak,en,32.519,6.625,2488
4752,2621,Return to Me,en,11.806,6.6,408
4753,448119,Dolittle,en,45.282,6.623,3488
4754,11884,The Last Starfighter,en,19.971,6.623,640
4755,10176,The Quiet Earth,en,14.49,6.623,506
4756,8467,Dumb and Dumber,en,39.379,6.623,5783
4757,70954,The Hunter,en,16.751,6.622,615
4758,10158,White Men Can't Jump,en,25.047,6.622,1260
4759,5486,Ecologia del delitto,it,8.614,6.622,344
4760,4169,Breach,en,20.508,6.6,545
4761,1571,Live Free or Die Hard,en,39.437,6.622,5533
4762,334524,Gold,en,16.433,6.621,1547
4763,177494,Veronica Mars,en,12.628,6.621,1022
4764,49521,Man of Steel,en,60.582,6.6,14627
4765,8827,99 Francs,fr,11.839,6.6,688
4766,5595,La Habitación de Fermat,es,7.37,6.621,367
4767,2454,The Chronicles of Narnia: Prince Caspian,en,57.689,6.6,6109
4768,529485,The Way Back,en,16.592,6.62,1059
4769,75780,Jack Reacher,en,65.362,6.62,6691
4770,10328,Cocoon,en,22.403,6.62,1202
4771,644495,House of Gucci,en,27.508,6.619,2932
4772,433252,Our Souls at Night,en,10.706,6.619,410
4773,19255,Away We Go,en,8.851,6.618,537
4774,16340,Rugrats in Paris: The Movie,en,11.403,6.619,434
4775,11184,Kinsey,en,13.455,6.606,433
4776,14029,Dèmoni,it,14.227,6.618,516
4777,11412,The Long Kiss Goodnight,en,25.966,6.618,1106
4778,601666,I Care a Lot,en,17.544,6.616,2514
4779,420426,ブリーチ,ja,17.107,6.617,520
4780,1576,Resident Evil,en,21.481,6.6,5984
4781,480857,Radioactive,en,14.247,6.616,767
4782,49517,Tinker Tailor Soldier Spy,en,36.474,6.618,2487
4783,13768,Tuck Everlasting,en,12.008,6.616,444
4784,13667,Better Off Dead...,en,13.539,6.619,459
4785,12609,"Hjælp, jeg er en fisk",da,20.608,6.6,400
4786,8649,Bringing Out the Dead,en,14.297,6.6,992
4787,36819,Time Bandits,en,14.948,6.615,925
4788,9913,The Skeleton Key,en,22.745,6.614,1954
4789,5879,愛のコリーダ,ja,33.35,6.615,572
4790,1022796,Wish,en,752.713,6.6,832
4791,852046,Athena,fr,42.191,6.6,664
4792,727293,The Tender Bar,en,13.07,6.614,487
4793,426284,無限の住人,ja,16.821,6.6,500
4794,412656,Chaos Walking,en,30.419,6.614,2151
4795,26388,Buried,en,13.198,6.613,2661
4796,22970,The Cabin in the Woods,en,36.532,6.614,7492
4797,22794,Hanburgesa Zaparrada,en,47.239,6.614,5632
4798,9442,Dead Men Don't Wear Plaid,en,8.891,6.6,352
4799,8913,Pet Sematary,en,24.571,6.614,2030
4800,1729,The Forbidden Kingdom,zh,18.756,6.614,1584
4801,581726,Infinite,en,68.568,6.614,1648
4802,29963,Bright Star,en,8.759,6.613,419
4803,22832,Ninja Assassin,en,45.992,6.614,1442
4804,6639,Love in the Time of Cholera,en,14.504,6.613,363
4805,483104,A Christmas Prince,en,10.766,6.612,1397
4806,471498,Oxygène,fr,17.89,6.608,1310
4807,649609,Renfield,en,36.685,6.607,1351
4808,80321,Madagascar 3: Europe's Most Wanted,en,60.185,6.611,5830
4809,62835,Colombiana,en,33.304,6.6,2453
4810,18415,Gummo,en,10.095,6.6,586
4811,10687,Tigerland,en,16.604,6.611,524
4812,9529,Candyman,en,20.795,6.614,1492
4813,454458,UglyDolls,en,18.473,6.61,413
4814,458576,Monster Hunter,en,57.819,6.609,3147
4815,335977,Indiana Jones and the Dial of Destiny,en,154.648,6.6,2863
4816,44865,一代宗師,cn,17.007,6.6,811
4817,33408,The Crush,en,23.408,6.609,467
4818,24740,The Entity,en,20.903,6.609,443
4819,10664,[REC]²,es,16.616,6.608,1878
4820,1266,Street Kings,en,19.74,6.609,1390
4821,192577,キャプテンハーロック,ja,16.25,6.608,979
4822,21755,The Brothers Bloom,en,11.356,6.608,590
4823,9346,Risky Business,en,25.626,6.603,1212
4824,833339,Speak No Evil,da,18.339,6.606,547
4825,12151,Ruthless People,en,13.603,6.6,375
4826,267999,Fehér Isten,hu,8.785,6.6,303
4827,82520,Return,en,7.712,6.605,2639
4828,20178,World's Greatest Dad,en,13.479,6.606,561
4829,13967,Miss Potter,en,15.534,6.606,465
4830,8961,Bad Boys II,en,55.97,6.606,5070
4831,5780,Torn Curtain,en,25.129,6.6,546
4832,617502,Jolt,en,27.074,6.605,1154
4833,529862,Brittany Runs a Marathon,en,10.796,6.603,450
4834,27958,Cruising,en,16.331,6.605,493
4835,8738,The Final Countdown,en,24.509,6.605,552
4836,157,Star Trek III: The Search for Spock,en,17.534,6.605,1275
4837,800158,The Killer,en,42.942,6.6,1676
4838,433422,劇場版 FAIRY TAIL 『DRAGON CRY』,ja,19.807,6.604,393
4839,27995,She's Gotta Have It,en,9.775,6.604,302
4840,10803,Logan's Run,en,17.999,6.6,867
4841,535167,流浪地球,zh,39.659,6.594,854
4842,8874,My Best Friend's Wedding,en,17.664,6.603,2495
4843,8834,Conspiracy Theory,en,21.017,6.603,1359
4844,166,La Boum,fr,19.54,6.603,1072
4845,171540,מי מפחד מהזאב הרע,he,9.202,6.602,354
4846,136795,The Heat,en,58.421,6.602,3772
4847,967585,Alibi.com 2,fr,321.701,6.6,333
4848,31007,Welcome to the Rileys,en,9.742,6.602,377
4849,13090,Sunshine Cleaning,en,13.537,6.601,715
4850,431819,打ち上げ花火、下から見るか？横から見るか？,ja,18.088,6.6,320
4851,2605,Short Circuit,en,21.83,6.6,1390
4852,758724,The Cellar,en,14.894,6.599,419
4853,11023,Thirteen,en,21.725,6.6,1528
4854,9944,The Pelican Brief,en,21.624,6.599,1455
4855,3635,Girl with a Pearl Earring,en,20.257,6.601,1301
4856,2123,"Me, Myself & Irene",en,29.716,6.599,3630
4857,396422,Annabelle: Creation,en,76.509,6.598,5391
4858,68817,Footloose,en,27.093,6.598,1601
4859,27936,Micmacs à tire-larigot,fr,9.162,6.598,554
4860,10484,Les Compères,fr,10.155,6.598,373
4861,622855,Jingle Jangle: A Christmas Journey,en,16.727,6.597,489
4862,428495,The Nile Hilton Incident,en,16.848,6.597,331
4863,18126,Hannah Montana: The Movie,en,24.852,6.594,1950
4864,3525,Working Girl,en,18.236,6.599,878
4865,512,Scoop,en,11.909,6.597,1550
4866,595586,Causeway,en,18.921,6.581,382
4867,241239,A Most Violent Year,en,26.59,6.596,1337
4868,92591,Bernie,en,12.071,6.6,858
4869,11635,Old School,en,22.733,6.598,1708
4870,544,There's Something About Mary,en,24.631,6.596,4717
4871,706503,Balle perdue,fr,11.239,6.59,754
4872,390062,Jungle,en,28.806,6.595,1835
4873,15613,Fire in the Sky,en,17.766,6.595,538
4874,4105,Black Rain,en,18.357,6.595,1009
4875,668,On Her Majesty's Secret Service,en,28.338,6.591,1758
4876,454467,Noelle,en,14.587,6.594,604
4877,12150,Sea of Love,en,15.336,6.6,584
4878,9638,Phantasm,en,17.821,6.6,644
4879,9532,Final Destination,en,72.859,6.594,5284
4880,6972,Australia,en,17.518,6.594,2199
4881,109421,Side Effects,en,20.042,6.593,2956
4882,83899,You're Next,en,19.903,6.594,2357
4883,8005,Robin Hood: Men in Tights,en,25.247,6.593,1956
4884,332340,Man Up,en,24.686,6.592,925
4885,9463,バンパイアハンターD,ja,25.402,6.592,452
4886,594767,Shazam! Fury of the Gods,en,112.404,6.589,2790
4887,80274,Ender's Game,en,26.486,6.59,5572
4888,10264,Hamlet,en,14.195,6.587,386
4889,500840,I'm Thinking of Ending Things,en,16.682,6.589,1817
4890,250124,The Diary of a Teenage Girl,en,18.646,6.589,688
4891,3877,Things We Lost in the Fire,en,12.185,6.6,328
4892,215,Saw II,en,52.447,6.59,5091
4893,471506,Greta,en,21.425,6.6,1241
4894,382322,Batman: The Killing Joke,en,20.532,6.589,1728
4895,50456,Hanna,en,19.146,6.589,3217
4896,10952,New Jack City,en,15.683,6.589,495
4897,2882,"Ensemble, c'est tout",fr,10.765,6.589,380
4898,1562,28 Weeks Later,en,25.613,6.587,4046
4899,944,Lethal Weapon 4,en,30.24,6.586,2481
4900,645788,The Protégé,en,22.995,6.587,905
4901,300673,The Finest Hours,en,27.489,6.587,1534
4902,113160,Ma première fois,fr,7.651,6.587,529
4903,39781,The Kids Are All Right,en,10.348,6.588,1407
4904,5680,Elvira: Mistress of the Dark,en,17.249,6.6,486
4905,166076,Superman: Unbound,en,13.361,6.586,374
4906,12185,Heaven Can Wait,en,18.582,6.586,368
4907,559907,The Green Knight,en,25.132,6.587,1714
4908,9352,EuroTrip,en,30.44,6.585,2398
4909,411638,Tarde para la ira,es,7.696,6.584,413
4910,410117,Lady Macbeth,en,12.731,6.584,716
4911,253306,Housebound,en,11.553,6.584,800
4912,11183,Les Bronzés,fr,9.814,6.584,843
4913,242042,Barefoot,en,24.639,6.583,581
4914,206408,Casse-Tête Chinois,fr,8.435,6.583,656
4915,12637,"New York, New York",en,15.029,6.583,423
4916,8066,Stay,en,16.124,6.583,1230
4917,1586,Secret Window,en,21.78,6.584,3424
4918,955916,Lift,en,313.988,6.569,889
4919,544404,Celle que vous croyez,fr,11.615,6.58,307
4920,487476,Le Jeu,fr,9.934,6.582,1305
4921,8696,Calendar Girls,en,11.301,6.6,354
4922,433310,When We First Met,en,17.175,6.578,2226
4923,10875,The Fabulous Baker Boys,en,13.403,6.581,301
4924,10503,Happy-Go-Lucky,en,15.552,6.581,420
4925,9093,The Four Feathers,en,14.957,6.581,505
4926,6575,Walk Hard: The Dewey Cox Story,en,11.269,6.581,632
4927,2105,American Pie,en,59.162,6.581,7339
4928,413518,Pinocchio,it,21.834,6.58,1459
4929,11430,The Lion King 1½,en,44.099,6.58,2851
4930,10389,見鬼,cn,23.096,6.6,393
4931,5121,The Sugarland Express,en,8.535,6.6,350
4932,1593,Night at the Museum,en,41.994,6.58,9794
4933,511785,Alex Strangelove,en,13.576,6.579,1500
4934,311291,45 Years,en,12.862,6.579,700
4935,834,Underworld: Evolution,en,34.028,6.6,3820
4936,239678,This Is Where I Leave You,en,13.701,6.572,1243
4937,13922,The Great Raid,en,15.566,6.578,329
4938,575776,Saint Maud,en,12.736,6.577,659
4939,551804,Freaky,en,22.544,6.573,1506
4940,448095,I Still See You,en,10.967,6.576,583
4941,164457,Out of the Furnace,en,12.595,6.576,1851
4942,11298,The Howling,en,37.689,6.577,703
4943,10409,Strictly Ballroom,en,17.781,6.6,324
4944,171274,Inherent Vice,en,26.122,6.577,2379
4945,44048,Unstoppable,en,28.307,6.577,3339
4946,457136,Mary Queen of Scots,en,18.363,6.575,1706
4947,22586,The Swan Princess,en,28.319,6.575,926
4948,21407,The Collector,en,30.547,6.575,1379
4949,423204,Angel Has Fallen,en,53.086,6.574,3289
4950,51540,Horrible Bosses,en,32.569,6.574,6094
4951,45132,Super,en,13.031,6.574,1444
4952,12165,The Burning Plain,en,10.301,6.583,412
4953,10388,The Limey,en,17.739,6.574,392
4954,48289,The Debt,en,12.223,6.6,848
4955,20539,The Crucible,en,41.495,6.6,470
4956,14429,Drive Me Crazy,en,13.665,6.573,357
4957,10412,Romper Stomper,en,19.206,6.576,478
4958,18331,The Nutty Professor,en,13.805,6.572,390
4959,8461,Funny Games,en,17.208,6.6,1922
4960,613099,Legado en los huesos,es,13.54,6.571,394
4961,585216,Escape Room: Tournament of Champions,en,36.518,6.569,1858
4962,329712,La Loi du marché,fr,7.587,6.57,327
4963,39939,Super Troopers,en,17.851,6.6,1024
4964,667,You Only Live Twice,en,34.029,6.568,2048
4965,123,The Lord of the Rings,en,32.623,6.57,819
4966,897087,Freelance,en,301.111,6.545,599
4967,730769,Barbaque,fr,11.977,6.569,363
4968,270303,It Follows,en,33.436,6.568,6067
4969,12720,自殺サークル,ja,9.593,6.6,449
4970,10947,High School Musical,en,26.358,6.57,4428
4971,9342,The Mask of Zorro,en,37.349,6.569,3811
4972,4564,Sex and the City,en,47.403,6.569,2027
4973,2788,Reality Bites,en,30.768,6.569,678
4974,345009,Mine,en,21.935,6.568,1223
4975,340176,リアル鬼ごっこ,ja,13.957,6.568,316
4976,11887,High School Musical 3: Senior Year,en,23.268,6.568,3359
4977,10398,Double Jeopardy,en,32.154,6.6,1231
4978,816,Austin Powers: International Man of Mystery,en,29.278,6.568,3195
4979,577,To Die For,en,12.322,6.6,726
4980,489927,The Kindergarten Teacher,en,11.535,6.565,323
4981,44945,Trust,en,15.152,6.567,891
4982,11012,Damage,en,19.751,6.567,419
4983,10872,The Ref,en,10.83,6.567,308
4984,2779,The Curse of the Jade Scorpion,en,10.611,6.567,721
4985,163,Ocean's Twelve,en,24.613,6.567,6930
4986,720755,The Kid Detective,en,15.548,6.566,364
4987,616747,Haunted Mansion,en,72.689,6.554,901
4988,287590,聖闘士星矢 LEGEND of SANCTUARY,ja,41.077,6.572,650
4989,59860,Monte Carlo,en,20.106,6.566,2033
4990,15393,Play Misty for Me,en,13.661,6.6,449
4991,9595,Hot Shots!,en,28.078,6.567,2028
4992,467936,The Children Act,en,11.512,6.565,590
4993,13062,Boundin',en,10.336,6.563,522
4994,12775,Flesh + Blood,en,22.762,6.6,344
4995,9707,Bubba Ho-tep,en,8.804,6.563,564
4996,413658,The Warriors Gate,km,14.964,6.562,330
4997,244509,Cold in July,en,11.654,6.562,700
4998,75174,The Grey,en,32.139,6.561,3659
4999,28260,Return of the Living Dead III,en,20.883,6.565,788
5000,17689,The Gauntlet,en,12.662,6.551,482
5001,398181,You Were Never Really Here,en,21.251,6.563,2640
5002,348350,Solo: A Star Wars Story,en,64.635,6.56,8129
5003,347626,He's All That,en,28.415,6.561,1298
5004,310135,Turbo Kid,en,14.073,6.561,664
5005,21159,The Last Man on Earth,en,15.533,6.561,402
5006,10800,Chasseurs de dragons,fr,12.842,6.561,429
5007,8488,Hitch,en,27.533,6.561,5518
5008,438674,Dragged Across Concrete,en,24.442,6.554,909
5009,241259,Alice Through the Looking Glass,en,47.842,6.56,6179
5010,88005,Seeking a Friend for the End of the World,en,11.869,6.56,1932
5011,64678,The Art of Getting By,en,10.03,6.56,1254
5012,10215,Sliding Doors,en,31.063,6.56,1241
5013,8643,The Exorcism of Emily Rose,en,36.515,6.561,2632
5014,7450,Titan A.E.,en,14.4,6.56,1028
5015,565743,The Vast of Night,en,12.433,6.559,959
5016,396810,The Last Word,en,12.195,6.559,340
5017,25059,Homeward Bound II: Lost in San Francisco,en,14.068,6.559,432
5018,16910,劇場版 NARUTO -ナルト- 大激突!幻の地底遺跡だってばよ,ja,23.975,6.559,338
5019,12133,Step Brothers,en,25.057,6.559,2946
5020,4958,The Legend of Bagger Vance,en,12.621,6.559,842
5021,339095,The Last Days of American Crime,en,10.403,6.558,796
5022,3638,No Reservations,en,20.858,6.558,1195
5023,300693,Truth,en,12.402,6.557,459
5024,12924,雲のむこう、約束の場所,ja,14.792,6.557,479
5025,10652,Hamburger Hill,en,20.201,6.557,428
5026,9689,Hollywood Ending,en,10.461,6.557,466
5027,1894,Star Wars: Episode II - Attack of the Clones,en,26.919,6.557,12657
5028,503125,Little Monsters,en,10.32,6.556,631
5029,480001,The Art of Self-Defense,en,11.97,6.556,666
5030,435921,L'ora legale,it,6.313,6.556,736
5031,241842,Død Snø 2,no,12.888,6.556,587
5032,16538,"I Love You, Man",en,20.619,6.556,1612
5033,3049,Ace Ventura: Pet Detective,en,43.036,6.556,5501
5034,864959,The Curse of Bridge Hollow,en,17.028,6.553,428
5035,351044,Welcome to Marwen,en,13.046,6.555,1088
5036,309245,Mistress America,en,12.302,6.555,510
5037,112336,Hitchcock,en,38.815,6.555,1440
5038,19124,Blind Fury,en,16.325,6.555,421
5039,13704,License to Drive,en,24.658,6.6,344
5040,11300,Something Wild,en,11.767,6.555,310
5041,10539,James and the Giant Peach,en,22.01,6.555,1238
5042,9429,A Night at the Roxbury,en,22.101,6.555,844
5043,231576,Wish I Was Here,en,8.526,6.554,691
5044,10890,Stripes,en,26.08,6.6,846
5045,10650,Sudden Impact,en,23.069,6.547,836
5046,9768,Cry-Baby,en,20.751,6.554,1437
5047,7518,Over the Hedge,en,33.384,6.6,4248
5048,5139,Le Renard et l'Enfant,fr,7.426,6.554,334
5049,877183,The Simpsons in Plusaversary,en,33.935,6.6,393
5050,486131,Shaft,en,22.222,6.553,1621
5051,27324,回路,ja,14.23,6.553,452
5052,11364,Regarding Henry,en,18.685,6.553,542
5053,11281,Halloween II,en,45.581,6.553,1894
5054,60309,The Conspirator,en,17.744,6.552,420
5055,10909,Kalifornia,en,17.073,6.552,715
5056,7211,Dan in Real Life,en,15.204,6.552,1137
5057,3902,I'm Not There,en,13.436,6.552,650
5058,424139,Halloween,en,45.908,6.551,4483
5059,227156,The Giver,en,33.405,6.551,4297
5060,19898,Pandorum,en,19.066,6.551,2236
5061,48492,狄仁傑之通天帝國,zh,17.011,6.5,367
5062,11064,Brewster's Millions,en,10.771,6.547,548
5063,9445,Apt Pupil,en,12.938,6.5,601
5064,752623,The Lost City,en,54.219,6.547,3281
5065,554230,The Lost Daughter,en,17.498,6.547,877
5066,466081,The Informer,en,23.971,6.5,770
5067,425591,I Don't Feel at Home in This World Anymore,en,7.879,6.5,1234
5068,417859,Puss in Boots,en,59.75,6.548,3749
5069,264656,The Homesman,en,11.957,6.549,748
5070,9087,The American President,en,18.681,6.549,665
5071,1945,Nell,en,9.123,6.549,465
5072,588,Silent Hill,en,49.601,6.55,4042
5073,799546,Luckiest Girl Alive,en,14.516,6.541,766
5074,436274,Radius,en,37.223,6.548,608
5075,351286,Jurassic World: Fallen Kingdom,en,80.435,6.548,11327
5076,80389,Get the Gringo,en,24.672,6.548,1548
5077,13122,The People Under the Stairs,en,15.454,6.548,620
5078,9950,Find Me Guilty,en,15.935,6.547,457
5079,413644,The Son of Bigfoot,en,18.942,6.546,463
5080,339259,The Man with the Iron Heart,en,17.857,6.546,732
5081,274857,King Arthur: Legend of the Sword,en,42.582,6.546,5470
5082,70981,Prometheus,en,52.045,6.545,11579
5083,11027,The Postman Always Rings Twice,en,16.797,6.546,464
5084,10493,Dead Calm,en,17.849,6.546,681
5085,10414,The Mighty Ducks,en,20.405,6.546,824
5086,9255,Hot Shots! Part Deux,en,24.645,6.5,1741
5087,19405,Recess: School's Out,en,17.501,6.544,318
5088,10052,Dragonfly,en,22.225,6.543,808
5089,4413,The Brave One,en,19.931,6.5,886
5090,1865,Pirates of the Caribbean: On Stranger Tides,en,133.626,6.5,13453
5091,17898,Silver Bullet,en,18.715,6.543,553
5092,9664,Flyboys,en,15.836,6.543,750
5093,8840,DragonHeart,en,20.199,6.543,1888
5094,2978,Ghostbusters II,en,52.68,6.543,4095
5095,814338,Lady Chatterley's Lover,en,26.113,6.542,357
5096,526051,Look Away,en,27.489,6.542,787
5097,445040,My Friend Dahmer,en,17.107,6.541,546
5098,429473,Lou,en,32.371,6.537,615
5099,87499,The East,en,11.351,6.541,728
5100,12106,The Quick and the Dead,en,26.246,6.541,1617
5101,11814,Weird Science,en,29.78,6.542,1301
5102,1893,Star Wars: Episode I - The Phantom Menace,en,43.019,6.541,13950
5103,800939,Ticket to Paradise,en,23.854,6.534,957
5104,12690,Appaloosa,en,12.688,6.54,924
5105,8338,Blindness,en,19.963,6.54,1205
5106,739405,Operation Fortune: Ruse de Guerre,en,59.427,6.535,1237
5107,6950,Outbreak,en,17.435,6.539,2119
5108,2148,The Cotton Club,en,15.051,6.539,373
5109,522681,Escape Room,en,46.633,6.538,4446
5110,206647,Spectre,en,62.988,6.5,10122
5111,136400,2 Guns,en,24.984,6.5,3944
5112,83201,Puss in Boots: The Three Diablos,en,28.222,6.538,446
5113,21861,LOL (Laughing Out Loud),fr,8.017,6.538,1264
5114,10184,He's Just Not That Into You,en,46.527,6.538,3479
5115,9873,F/X,en,15.2,6.538,396
5116,791155,Secret Headquarters,en,38.729,6.52,324
5117,458534,Tout le monde debout,fr,10.454,6.5,734
5118,296271,The Devil Conspiracy,en,30.036,6.537,342
5119,125521,スレイヤーズ RETURN,ja,8.135,6.5,1845
5120,14136,The Love Bug,en,17.421,6.537,548
5121,11247,A Cinderella Story,en,30.87,6.538,3067
5122,9035,Slither,en,23.972,6.537,1435
5123,6283,MouseHunt,en,24.114,6.5,1178
5124,615952,Armageddon Time,en,15.95,6.535,372
5125,581600,Spenser Confidential,en,32.928,6.534,2175
5126,375366,The Girl with All the Gifts,en,22.95,6.531,1872
5127,245700,Mr. Turner,en,11.777,6.536,494
5128,44129,The Company Men,en,10.111,6.536,671
5129,635744,Jarhead: Law of Return,en,18.828,6.535,3328
5130,282984,Irrational Man,en,13.874,6.535,2296
5131,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,en,18.099,6.535,866
5132,10354,True Crime,en,27.933,6.535,693
5133,10147,Bad Santa,en,19.351,6.535,2022
5134,6069,The Witches of Eastwick,en,19.117,6.532,1305
5135,865,The Running Man,en,26.02,6.533,2204
5136,948276,Balle perdue 2,fr,25.298,6.528,341
5137,339408,The Birth of a Nation,en,12.506,6.5,507
5138,46528,The Warrior's Way,en,20.254,6.534,591
5139,6538,Charlie Wilson's War,en,18.034,6.5,1380
5140,732670,LEGO Star Wars Holiday Special,en,12.236,6.533,307
5141,661231,Operation Mincemeat,en,29.953,6.533,613
5142,401981,Red Sparrow,en,32.521,6.5,5719
5143,172386,Return to Nim's Island,en,9.823,6.5,631
5144,37933,ゲド戦記,ja,25.623,6.533,1240
5145,11400,The New World,en,16.659,6.5,1078
5146,489326,Mortal,en,15.005,6.532,449
5147,271724,Hippocrate,fr,7.781,6.5,456
5148,53319,Che bella giornata,it,7.84,6.532,1455
5149,38575,The Karate Kid,en,54.629,6.533,5711
5150,18111,Bride of Re-Animator,en,12.95,6.5,421
5151,12797,Ghost Town,en,25.866,6.532,909
5152,9816,Save the Last Dance,en,17.981,6.532,1221
5153,469274,Nicky Larson et le parfum de Cupidon,fr,10.784,6.531,749
5154,14024,Raise Your Voice,en,9.64,6.531,801
5155,13161,Big Stan,en,39.936,6.531,836
5156,257785,Tulip Fever,en,14.2,6.53,659
5157,76338,Thor: The Dark World,en,66.387,6.53,16715
5158,36586,Blade II,en,25.817,6.531,4467
5159,11285,Cocoon: The Return,en,18.532,6.53,954
5160,10502,The Man Without a Face,en,18.603,6.5,482
5161,5955,The Pledge,en,19.445,6.531,947
5162,309299,Experimenter,en,28.381,6.529,438
5163,55721,Bridesmaids,en,36.604,6.529,4178
5164,10818,Naissance des pieuvres,fr,9.968,6.5,383
5165,10656,Subway,fr,20.108,6.529,416
5166,10126,Colors,en,18.735,6.529,425
5167,353616,Pitch Perfect 3,en,43.115,6.528,3193
5168,72431,Red Tails,en,18.461,6.528,590
5169,15655,The Tigger Movie,en,15.977,6.528,534
5170,13649,High School Musical 2,en,22.424,6.528,3606
5171,2360,Saving Grace,en,10.783,6.528,397
5172,330,The Lost World: Jurassic Park,en,1.999,6.529,7981
5173,575446,Nuevo orden,es,12.339,6.5,311
5174,389868,서울역,ko,10.294,6.5,409
5175,21316,Leroy & Stitch,en,26.088,6.527,489
5176,14510,From Beyond,en,12.251,6.527,509
5177,12079,Spun,en,10.039,6.528,426
5178,8413,Event Horizon,en,25.276,6.524,2640
5179,6,Judgment Night,en,12.402,6.527,316
5180,623195,Falling Inn Love,en,10.089,6.5,1108
5181,301365,The Neon Demon,en,22.409,6.527,3597
5182,293167,Kong: Skull Island,en,117.76,6.525,9980
5183,274479,Joy,en,33.229,6.526,3947
5184,270946,Penguins of Madagascar,en,67.629,6.526,3946
5185,242224,The Babadook,en,27.366,6.527,5732
5186,38843,Ramona and Beezus,en,13.868,6.527,737
5187,1990,Paranoid Park,en,7.403,6.526,504
5188,186929,Borgman,nl,8.688,6.525,300
5189,10567,Dinosaur,en,47.693,6.525,2365
5190,9276,The Faculty,en,20.206,6.525,1836
5191,532620,Let's Dance,fr,6.823,6.524,315
5192,109428,Evil Dead,en,61.015,6.523,4355
5193,73567,Killer Joe,en,16.43,6.525,1329
5194,16119,Cinderella III: A Twist in Time,en,30.453,6.524,1186
5195,11198,城市獵人,cn,26.742,6.524,347
5196,1493,Miss Congeniality,en,25.814,6.524,3702
5197,435,The Day After Tomorrow,en,36.204,6.523,7696
5198,988078,A través del mar,es,214.547,6.521,681
5199,146216,RED 2,en,46.679,6.523,3839
5200,9900,Grandma's Boy,en,20.892,6.523,614
5201,699,For Your Eyes Only,en,26.696,6.524,1735
5202,522938,Rambo: Last Blood,en,68.142,6.521,3658
5203,5951,The Jane Austen Book Club,en,11.388,6.5,356
5204,977506,Mon crime,fr,17.529,6.521,309
5205,11282,Harold & Kumar Go to White Castle,en,21.837,6.521,1940
5206,2789,The Chronicles of Riddick,en,17.396,6.521,3841
5207,581859,Da 5 Bloods,en,25.869,6.52,1018
5208,392207,El guardián invisible,es,12.558,6.52,641
5209,11676,Nothing to Lose,en,14.84,6.52,561
5210,4729,Le Gendarme se marie,fr,12.742,6.5,528
5211,18129,The Grifters,en,11.042,6.519,365
5212,807356,Watcher,en,35.515,6.509,740
5213,401545,Todos lo saben,es,12.236,6.5,920
5214,309302,狼图腾,zh,11.36,6.519,367
5215,39371,L'allenatore nel pallone,it,5.402,6.518,354
5216,9399,Lionheart,en,47.515,6.5,969
5217,553604,Honest Thief,en,25.869,6.517,1623
5218,248774,Obvious Child,en,5.33,6.517,411
5219,218425,Frequencies,en,9.267,6.517,384
5220,11551,Small Soldiers,en,58.98,6.517,2007
5221,8909,Wanted,en,34.493,6.517,6719
5222,441282,Night Hunter,en,25.484,6.509,779
5223,273477,Scouts Guide to the Zombie Apocalypse,en,51.953,6.516,1801
5224,68812,The Iceman,en,18.339,6.516,956
